jogador,time,posicao,idade,Minutos,G-PK,Assist,Xg,xAG,xG+xAg,Prgc,PrgP,Cross,Faltas Sofridas,KeyPass,1/3,passPA,crossPA,Dribles tentados,Dribles Certos,Corridas 1/3,Corridas PA,PrgR
Philipp Hofmann,Bochum,FW,31,2277,3,3,5.5,3.3,8.8,8,53,10,31,26,40,9,0,20,10,15,2,112
Tom Krauß,Bochum,MF,23,1077,0,0,0.4,0.7,1.1,16,84,10,16,12,76,9,0,23,12,20,1,20
Donyell Malen,Dortmund,"FW,MF",25,614,3,0,2.9,0.2,3.2,23,17,13,7,1,6,6,1,32,11,9,17,75
Felix Nmecha,Dortmund,MF,23,1509,4,1,1.3,1.1,2.4,21,85,6,26,14,91,12,0,26,17,21,4,27
Jamie Gittens,Dortmund,"FW,MF",19,1776,8,3,3.6,2.5,6.1,113,42,49,44,21,17,24,4,171,77,56,63,180
Julian Brandt,Dortmund,MF,28,2303,5,10,4.8,8.5,13.2,61,149,71,9,61,94,48,6,54,19,48,17,199
Karim Adeyemi,Dortmund,"FW,MF",22,1433,7,6,5.5,6.0,11.5,68,28,26,18,28,10,19,2,94,40,36,41,153
Marcel Sabitzer,Dortmund,MF,30,1616,1,0,1.8,1.6,3.3,24,97,23,9,12,75,12,2,15,6,31,3,70
Maximilian Beier,Dortmund,"FW,MF",21,1591,8,5,7.7,3.3,11.0,24,33,16,16,24,13,14,3,51,22,12,9,124
Serhou Guirassy,Dortmund,FW,28,2598,18,4,22.7,3.9,23.5,25,43,1,53,25,28,14,0,39,11,22,12,128
Can Uzun,Eint Frankfurt,"MF,FW",18,675,4,1,3.0,1.1,4.1,11,42,18,16,14,25,18,4,22,11,13,4,45
Ellyes Skhiri,Eint Frankfurt,MF,29,2231,1,2,1.4,1.4,2.8,17,105,3,19,22,82,18,0,15,11,17,3,27
Fares Chaïbi,Eint Frankfurt,"MF,FW",21,1013,1,3,2.6,2.9,5.5,20,52,72,7,24,31,18,6,12,7,13,4,73
Hugo Ekitike,Eint Frankfurt,FW,22,2563,14,8,21.6,6.8,26.0,93,53,17,17,44,24,31,4,119,52,57,52,215
Hugo Larsson,Eint Frankfurt,MF,20,2393,3,1,3.1,2.1,5.2,16,121,8,5,21,89,19,3,19,12,20,4,33
Jean Mattéo Bahoya,Eint Frankfurt,"MF,FW",19,921,2,3,1.9,1.7,3.6,24,28,31,7,18,15,11,4,30,17,14,10,93
Mario Götze,Eint Frankfurt,"MF,FW",32,1542,3,2,2.9,3.1,6.0,29,88,39,15,34,56,19,1,23,9,23,6,96
Omar Marmoush,Eint Frankfurt,FW,25,1448,13,9,8.8,6.2,13.5,73,50,78,55,34,30,22,1,101,46,53,45,125
Oscar Højlund,Eint Frankfurt,MF,19,722,1,0,1.0,1.1,2.0,17,49,1,3,6,30,4,0,11,8,8,5,9
Eren Dinkçi,Freiburg,"MF,FW",22,1196,0,3,1.1,2.2,3.3,33,35,15,6,23,24,11,3,39,16,26,9,71
Junior Adamu,Freiburg,FW,23,1545,2,2,5.5,2.4,7.9,8,14,5,22,17,7,8,0,29,10,5,4,84
Lucas Höler,Freiburg,"FW,MF",30,1867,6,4,7.7,2.9,9.8,21,47,14,30,22,34,9,1,34,18,12,7,122
Maximilian Eggestein,Freiburg,MF,27,2845,2,0,2.0,1.5,3.5,34,141,9,24,19,131,16,3,24,11,25,3,41
Merlin Röhl,Freiburg,"MF,FW",22,965,0,1,0.8,1.7,2.5,20,22,12,19,9,17,4,3,40,12,15,9,60
Michael Gregoritsch,Freiburg,FW,30,639,2,1,1.8,0.4,2.2,6,19,1,5,5,9,4,0,7,4,3,3,36
Nicolas Höfler,Freiburg,MF,34,794,0,0,0.2,0.1,0.3,1,30,1,5,3,31,4,0,4,4,3,1,3
Patrick Osterhage,Freiburg,MF,24,2267,1,0,1.7,1.4,3.1,26,73,20,22,16,71,13,1,27,11,18,4,50
Ritsu Doan,Freiburg,"FW,MF",26,2862,10,7,6.6,3.7,10.3,64,130,80,56,27,70,48,15,127,56,54,26,178
Vincenzo Grifo,Freiburg,"FW,MF",31,2432,8,11,7.9,6.9,12.5,58,128,155,12,66,104,48,10,45,25,35,21,147
Alassane Pléa,Gladbach,"MF,FW",31,1902,10,4,7.4,3.1,9.8,51,116,45,33,25,80,35,8,43,17,31,14,141
Franck Honorat,Gladbach,FW,27,1439,4,7,4.5,5.3,9.8,63,45,125,5,50,24,26,17,32,12,35,26,124
Julian Weigl,Gladbach,MF,28,2881,0,2,0.7,1.1,1.9,11,122,11,24,11,121,18,1,8,7,14,1,9
Kevin Stöger,Gladbach,MF,30,1551,1,3,3.9,5.3,7.6,40,121,116,40,54,90,39,8,36,17,39,5,95
Nathan N'Goumou,Gladbach,FW,24,828,2,1,1.9,1.3,3.2,30,16,22,12,6,11,9,3,27,9,18,16,85
Philipp Sander,Gladbach,MF,26,1400,1,0,1.2,0.6,1.8,16,60,22,7,13,50,7,4,18,11,15,5,29
Robin Hack,Gladbach,"FW,MF",25,2172,4,7,5.4,3.6,9.0,51,95,61,21,32,52,34,12,63,25,46,21,141
Rocco Reitz,Gladbach,MF,22,1830,2,1,1.7,2.1,3.8,18,91,22,38,16,69,16,4,36,17,13,1,30
Tim Kleindienst,Gladbach,FW,28,2737,15,7,13.6,6.2,18.0,45,63,16,25,29,30,22,1,37,14,21,24,145
Tomáš Čvančara,Gladbach,FW,23,831,2,0,3.8,0.9,4.7,15,23,15,6,6,13,8,2,17,6,7,5,50
Adrian Beck,Heidenheim,"MF,FW",27,1598,4,1,3.3,1.2,4.5,37,69,32,14,21,53,18,4,75,40,17,11,83
Budu Zivzivadze,Heidenheim,FW,30,958,2,3,1.7,1.5,3.2,11,20,4,15,12,7,8,2,30,9,12,2,43
Jan Schöppner,Heidenheim,MF,25,2681,4,3,3.9,3.4,7.3,35,107,12,20,25,67,19,3,32,14,26,5,48
Lennard Maloney,Heidenheim,MF,24,760,0,0,0.3,0.0,0.4,1,14,1,4,1,12,1,0,4,1,1,0,0
Léo Scienza,Heidenheim,"FW,MF",25,1153,3,3,2.0,3.7,5.8,70,30,81,63,34,30,14,8,83,37,40,17,90
Marvin Pieringer,Heidenheim,"FW,MF",24,2206,4,4,8.9,4.0,10.6,23,59,11,46,30,36,12,1,35,16,22,5,115
Niklas Dorsch,Heidenheim,MF,26,1335,2,2,1.0,1.1,2.1,13,57,37,20,13,46,16,8,14,7,10,1,21
Paul Wanner,Heidenheim,"MF,FW",18,1771,2,2,3.7,1.3,4.1,28,64,52,18,20,43,13,3,59,25,29,6,65
Sirlord Conteh,Heidenheim,"FW,MF",28,892,1,1,2.1,2.6,4.7,29,19,20,11,14,17,6,2,13,6,11,12,75
Adam Hložek,Hoffenheim,"FW,MF",22,1871,8,4,5.6,3.5,9.1,54,68,20,30,20,37,19,4,64,33,31,19,102
Andrej Kramarić,Hoffenheim,"MF,FW",33,2767,8,8,11.8,4.3,13.7,75,143,116,28,49,101,38,15,47,20,55,22,202
Bazoumana Touré,Hoffenheim,"FW,MF",18,609,0,3,1.4,1.9,3.3,24,14,24,3,13,9,11,5,22,12,12,11,56
Dennis Geiger,Hoffenheim,"MF,FW",26,734,0,0,0.2,0.5,0.6,12,37,5,10,11,32,9,1,8,4,15,2,21
Finn Ole Becker,Hoffenheim,MF,24,670,0,1,0.1,0.3,0.4,3,45,8,7,8,38,7,1,14,6,7,0,7
Florian Grillitsch,Hoffenheim,MF,28,601,0,0,0.2,0.2,0.3,4,44,4,11,5,39,4,2,12,5,8,0,4
Gift Orban,Hoffenheim,FW,22,687,4,0,3.4,0.2,3.6,8,7,6,7,2,1,2,1,11,4,6,3,35
Haris Tabakovic,Hoffenheim,FW,30,821,3,1,3.3,1.2,4.6,4,7,4,8,9,8,2,1,12,4,8,3,45
Tom Bischof,Hoffenheim,"MF,FW",19,2559,5,2,2.2,3.6,5.9,47,138,145,33,50,110,39,10,64,29,34,9,102
Alexander Bernhardsson,Holstein Kiel,"FW,MF",25,1263,7,2,4.1,1.3,5.5,25,33,34,15,17,16,10,4,53,22,19,13,72
Armin Gigovic,Holstein Kiel,MF,22,1895,5,1,1.9,2.1,3.9,37,50,14,28,16,44,7,0,55,20,23,7,45
Benedikt Pichler,Holstein Kiel,FW,27,785,1,2,2.3,1.1,3.4,18,19,11,16,12,11,7,2,18,8,7,8,58
Jann-Fiete Arp,Holstein Kiel,"FW,MF",24,713,1,0,3.8,1.0,3.2,14,21,24,18,11,7,12,3,32,14,10,3,66
Lewis Holtby,Holstein Kiel,MF,33,1238,0,1,0.5,1.5,2.1,14,47,46,23,21,29,5,1,15,7,10,1,34
Magnus Knudsen,Holstein Kiel,MF,23,1850,0,1,0.7,1.3,2.0,16,54,8,10,8,39,11,2,16,9,10,2,25
Nicolai Remberg,Holstein Kiel,MF,24,2417,0,1,1.5,0.8,2.3,25,80,8,46,9,73,10,3,25,7,19,0,31
Phil Harres,Holstein Kiel,FW,22,1544,8,1,5.9,1.3,7.2,12,16,6,20,10,17,4,2,24,5,15,10,71
Shuto Machino,Holstein Kiel,"FW,MF",24,1953,9,2,6.5,3.0,7.9,30,59,35,25,27,35,20,6,18,10,17,13,108
Steven Skrzybski,Holstein Kiel,"MF,FW",31,1323,5,3,3.5,2.9,5.6,17,64,31,22,22,36,16,7,22,13,16,6,71
Aleix García,Leverkusen,MF,27,1455,3,4,1.0,4.9,5.9,27,120,92,9,32,135,12,4,5,4,34,1,47
Amine Adli,Leverkusen,"MF,FW",24,766,2,0,2.7,0.7,3.4,37,24,33,9,11,9,15,4,32,15,25,11,100
Exequiel Palacios,Leverkusen,MF,25,1155,1,6,1.5,2.3,3.8,15,97,4,18,28,97,19,2,12,8,17,1,40
Florian Wirtz,Leverkusen,"MF,FW",21,2351,8,12,9.4,7.0,13.1,131,176,101,39,57,96,65,8,167,82,72,53,309
Granit Xhaka,Leverkusen,MF,31,2888,2,7,0.9,4.4,5.3,42,318,30,34,50,372,40,6,16,7,52,0,72
Nathan Tella,Leverkusen,"MF,FW",25,1359,2,4,3.1,1.5,4.6,38,22,25,32,18,15,10,2,51,19,13,17,130
Patrik Schick,Leverkusen,FW,28,1684,20,0,12.7,0.6,12.5,7,21,1,23,11,11,6,0,26,10,2,7,107
Victor Boniface,Leverkusen,FW,23,1008,8,1,7.8,1.1,8.1,26,23,6,8,10,10,8,2,35,15,12,15,61
Armindo Sieb,Mainz 05,"FW,MF",21,762,2,2,2.8,1.1,3.9,28,18,6,13,8,12,8,2,36,11,7,8,64
Jonathan Burkardt,Mainz 05,FW,24,2109,16,2,14.8,3.1,16.3,32,42,27,24,20,25,16,4,39,16,26,13,157
Kaishu Sano,Mainz 05,MF,23,3043,0,0,0.9,1.2,2.1,53,159,11,33,19,133,19,1,51,32,43,9,46
Lee Jae-sung,Mainz 05,MF,31,2650,7,6,5.3,5.0,10.3,28,105,31,40,34,56,22,3,30,11,23,10,165
Nadiem Amiri,Mainz 05,MF,27,2473,5,5,5.5,6.6,10.5,50,204,166,51,63,173,57,9,67,32,43,14,64
Nelson Weiper,Mainz 05,"FW,MF",19,704,3,2,4.1,1.9,6.0,12,13,6,1,10,12,5,0,21,10,6,5,62
Paul Nebel,Mainz 05,MF,21,2345,10,4,5.8,4.1,9.8,67,91,111,36,35,38,41,19,64,25,45,19,219
Amadou Haidara,RB Leipzig,MF,26,1320,0,1,1.4,0.9,2.2,7,65,12,8,5,65,13,2,12,7,6,0,24
Arthur Vermeeren,RB Leipzig,MF,19,1572,0,2,0.4,0.9,1.3,14,77,3,1,12,71,6,0,15,6,16,1,20
Benjamin Šeško,RB Leipzig,"FW,MF",21,2380,11,5,10.0,2.1,10.5,47,46,7,20,19,25,9,0,75,39,29,14,141
Christoph Baumgartner,RB Leipzig,MF,24,1610,2,1,4.5,1.3,5.8,37,53,14,29,20,40,16,1,42,17,35,7,95
Kevin Kampl,RB Leipzig,MF,33,1593,1,0,0.8,1.4,2.2,21,106,29,7,16,81,24,4,19,13,34,3,32
Loïs Openda,RB Leipzig,"FW,MF",24,2453,9,5,9.0,3.4,11.6,58,47,27,77,28,24,20,1,74,22,26,37,229
Xavi Simons,RB Leipzig,MF,21,2150,10,6,5.1,6.3,11.4,85,140,79,56,51,79,60,4,100,33,71,22,185
Carlo Boukhalfa,St. Pauli,MF,25,1646,2,0,1.5,1.1,2.6,10,41,10,17,11,27,7,2,28,12,9,3,44
Danel Sinani,St. Pauli,"FW,MF",27,1250,2,2,1.7,3.0,4.6,16,60,67,14,24,45,16,3,22,10,15,6,64
Elias Saad,St. Pauli,"FW,MF",24,900,3,2,2.8,0.8,3.6,29,27,14,24,14,17,14,3,54,16,23,14,76
Jackson Irvine,St. Pauli,MF,31,2610,0,6,3.2,3.9,7.0,19,117,18,16,32,93,12,2,23,9,18,5,58
Johannes Eggestein,St. Pauli,FW,26,1853,2,4,4.7,2.1,5.2,25,43,35,12,24,25,9,2,17,7,17,8,138
Morgan Guilavogui,St. Pauli,"FW,MF",26,1807,6,2,7.1,1.9,9.1,42,41,13,34,27,29,10,3,48,21,28,22,135
Noah Weißhaupt,St. Pauli,"FW,MF",22,1160,1,0,2.1,1.8,3.9,42,33,72,42,18,19,15,11,38,13,27,17,94
Oladapo Afolayan,St. Pauli,"FW,MF",26,1639,3,1,3.1,3.8,7.0,53,32,53,42,21,23,14,10,98,48,43,28,108
Angelo Stiller,Stuttgart,MF,23,2741,1,8,1.8,7.2,9.0,39,289,95,48,59,271,50,10,30,20,39,3,69
Atakan Karazor,Stuttgart,MF,27,2618,2,4,2.3,2.6,4.6,19,140,4,59,15,150,18,0,21,12,33,1,33
Chris Führich,Stuttgart,"MF,FW",26,1981,2,3,2.9,3.7,6.6,114,95,82,6,32,39,51,13,85,40,68,54,202
Deniz Undav,Stuttgart,"FW,MF",28,1726,9,3,11.7,3.6,15.2,31,70,11,22,26,38,27,2,24,10,18,12,141
Enzo Millot,Stuttgart,"MF,FW",22,1843,6,5,7.6,3.1,9.8,44,118,41,37,23,89,30,3,67,31,34,12,123
Ermedin Demirović,Stuttgart,FW,26,1855,15,1,14.1,1.9,14.3,20,31,3,27,18,15,10,0,25,5,16,9,115
Fabian Rieder,Stuttgart,"MF,FW",22,867,1,3,1.4,2.0,3.4,20,38,39,11,12,26,11,2,19,9,15,3,61
Jamie Leweling,Stuttgart,"MF,FW",23,1663,2,2,1.6,3.8,5.4,55,51,58,29,25,25,26,9,82,41,40,17,164
Nick Woltemade,Stuttgart,"FW,MF",22,1622,10,2,10.2,4.6,12.6,31,52,6,35,37,31,23,0,71,31,28,22,141
Aljoscha Kemlein,Union Berlin,MF,19,922,1,0,0.9,0.6,1.5,5,42,5,2,10,28,6,1,9,6,5,1,19
Andrej Ilic,Union Berlin,FW,24,937,6,0,4.9,0.3,4.4,5,13,3,8,6,16,0,0,7,1,6,4,59
András Schäfer,Union Berlin,MF,25,1534,1,1,0.6,0.9,1.5,23,55,17,33,10,30,12,2,29,13,16,4,42
Benedict Hollerbach,Union Berlin,"FW,MF",23,2540,9,1,7.0,1.6,8.6,103,68,73,45,26,24,22,3,115,42,68,52,214
Jeong Woo-yeong,Union Berlin,"MF,FW",24,1263,3,2,2.8,1.7,4.4,32,63,36,15,18,30,20,5,21,12,24,6,93
Jordan Pefok,Union Berlin,FW,28,908,0,1,3.2,0.9,4.1,3,12,0,15,14,7,2,0,13,7,6,0,40
Rani Khedira,Union Berlin,MF,30,2723,1,1,1.4,0.6,2.1,12,80,22,18,12,66,10,3,11,5,10,2,34
Tim Skarke,Union Berlin,"FW,MF",27,1164,0,2,2.1,1.2,3.3,26,25,29,15,16,12,15,9,24,10,13,10,96
Yorbe Vertessen,Union Berlin,"MF,FW",23,718,1,0,1.3,1.6,2.9,18,16,23,17,15,6,14,2,51,19,14,4,42
Jens Stage,Werder Bremen,MF,27,2204,10,5,7.2,2.8,10.0,28,104,23,30,23,67,26,4,17,8,24,6,89
Justin Njinmah,Werder Bremen,"FW,MF",23,952,3,2,3.7,1.6,5.2,33,23,19,17,12,8,10,3,27,11,16,12,103
Leonardo Bittencourt,Werder Bremen,MF,30,982,2,1,1.6,1.6,3.2,19,64,22,19,14,56,14,2,5,1,13,2,38
Marco Grüll,Werder Bremen,"FW,MF",26,1181,6,1,4.0,1.8,5.8,24,38,21,31,11,22,14,3,39,13,19,9,93
Marvin Ducksch,Werder Bremen,FW,30,2418,7,8,10.1,8.5,17.0,26,86,167,17,61,43,30,8,19,7,20,12,166
Oliver Burke,Werder Bremen,FW,27,908,5,0,4.1,1.7,5.8,22,15,20,2,14,5,7,3,12,7,12,14,88
Romano Schmid,Werder Bremen,MF,24,2834,4,4,4.3,6.2,9.7,107,279,145,42,68,170,90,24,95,45,76,28,201
Senne Lynen,Werder Bremen,MF,25,2733,0,1,1.1,0.6,1.7,9,91,5,25,8,81,15,1,28,12,14,3,28
Bence Dárdai,Wolfsburg,MF,18,1304,1,1,1.0,1.0,2.1,5,39,10,16,11,35,9,2,12,3,6,0,24
Jonas Wind,Wolfsburg,"FW,MF",25,1966,8,3,5.7,4.2,8.1,17,100,7,40,34,66,24,0,20,6,10,12,94
Mattias Svanberg,Wolfsburg,MF,25,1219,3,1,3.6,1.7,5.4,11,36,35,22,13,36,4,1,25,10,17,1,39
Maximilian Arnold,Wolfsburg,MF,30,2356,3,5,0.9,3.5,4.3,9,128,152,52,45,132,19,8,6,1,11,0,16
Mohamed Amoura,Wolfsburg,FW,24,2467,8,9,8.7,4.0,11.2,81,61,35,20,35,29,26,5,91,37,46,35,244
Patrick Wimmer,Wolfsburg,"MF,FW",23,1770,3,4,3.7,2.9,6.7,46,91,42,40,24,55,23,4,69,37,44,13,75
Ridle Baku,Wolfsburg,"FW,MF",26,1170,2,1,1.5,1.3,2.7,16,44,37,10,13,33,14,6,20,9,9,8,78
Tiago Tomás,Wolfsburg,"FW,MF",22,1884,6,1,5.4,2.6,8.1,31,50,22,48,20,33,13,3,80,29,19,14,125
Ademola Lookman,Atalanta,"MF,FW",26,2247,14,5,10.3,7.1,16.7,142,73,124,20,61,29,43,13,104,37,70,81,316
Charles De Ketelaere,Atalanta,"MF,FW",23,2070,7,7,7.3,6.0,13.2,108,140,56,39,39,81,53,9,95,43,75,41,211
Lazar Samardzic,Atalanta,MF,22,1169,2,1,2.0,2.9,4.9,54,92,60,10,35,60,30,3,60,27,40,21,99
Marco Brescianini,Atalanta,MF,24,991,4,2,3.1,1.0,4.1,46,36,18,9,7,27,9,2,26,8,30,13,69
Mario Pašalić,Atalanta,MF,29,1967,3,4,6.6,3.3,9.1,44,149,11,10,32,132,24,1,18,5,52,6,68
Mateo Retegui,Atalanta,FW,25,2383,21,8,18.9,4.9,19.8,21,46,15,34,38,29,9,1,30,12,12,11,199
Éderson,Atalanta,MF,25,2881,4,1,4.1,4.3,8.4,40,216,23,53,37,193,41,5,52,23,57,12,79
Benjamín Domínguez,Bologna,FW,20,1281,3,2,2.2,0.8,3.1,50,32,11,31,10,12,13,1,74,28,26,23,123
Dan Ndoye,Bologna,FW,23,2143,6,4,7.0,3.8,9.2,132,74,44,101,27,39,26,2,96,37,54,50,231
Giovanni Fabbian,Bologna,MF,21,1023,3,1,2.3,1.3,3.7,14,17,9,22,9,15,5,1,16,2,6,5,43
Jens Odgaard,Bologna,"MF,FW",25,1952,6,1,3.6,1.8,5.4,35,50,24,44,16,34,15,3,53,15,26,12,99
Lewis Ferguson,Bologna,MF,24,983,0,1,1.0,1.1,1.3,20,53,18,20,14,57,8,0,9,5,21,2,26
Michel Aebischer,Bologna,MF,27,724,0,0,0.4,0.4,0.8,8,33,14,16,8,41,5,2,6,3,12,2,17
Nicolò Cambiaghi,Bologna,FW,23,620,1,3,0.8,1.9,2.7,45,25,47,34,12,9,11,6,25,11,9,15,63
Nikola Moro,Bologna,MF,26,1208,0,2,0.5,0.8,1.3,17,93,33,9,20,98,10,2,12,7,11,0,21
Remo Freuler,Bologna,MF,32,3204,1,2,1.3,1.5,2.7,39,208,19,18,36,204,24,4,13,5,44,1,56
Riccardo Orsolini,Bologna,FW,27,1878,12,4,10.1,3.7,11.5,61,69,70,46,30,34,29,11,73,33,27,25,186
Santiago Castro,Bologna,FW,19,2294,8,4,7.7,2.9,9.8,17,39,8,52,28,23,8,0,43,18,23,8,136
Thijs Dallinga,Bologna,FW,23,1154,3,2,4.3,0.6,4.9,9,17,3,17,12,14,4,0,11,2,6,8,84
Tommaso Pobega,Bologna,MF,25,1178,2,2,2.1,1.4,3.4,12,42,8,14,12,51,5,3,8,3,10,2,23
Alessandro Deiola,Cagliari,MF,28,1432,2,1,1.7,0.6,2.4,11,40,14,11,6,45,8,1,4,3,4,1,36
Antoine Makoumbou,Cagliari,MF,26,2150,0,3,0.3,0.9,1.3,11,92,7,15,8,70,14,3,19,10,18,0,14
Gianluca Gaetano,Cagliari,"MF,FW",24,1009,2,4,4.9,2.2,7.1,11,41,24,13,22,27,13,0,27,14,15,7,82
Mattia Felici,Cagliari,"MF,FW",23,925,0,3,0.6,1.0,1.6,39,19,25,17,10,12,3,0,57,19,18,19,75
Michel Ndary Adopo,Cagliari,MF,24,2409,1,1,1.1,2.3,3.4,20,106,8,16,19,90,14,3,42,19,21,1,61
Nicolas Viola,Cagliari,"FW,MF",34,1267,3,1,2.2,1.9,4.1,21,46,79,34,28,34,11,2,30,11,17,7,70
Roberto Piccoli,Cagliari,FW,23,3127,9,1,12.7,0.9,12.9,30,37,8,54,13,32,7,0,63,14,27,14,165
Răzvan Marin,Cagliari,MF,28,1406,1,2,2.4,3.6,4.5,22,84,77,13,34,56,20,2,24,13,19,4,29
Zito Luvumbo,Cagliari,"FW,MF",22,1606,2,2,2.1,3.1,5.2,70,31,65,51,17,16,13,8,63,25,21,35,125
Assane Diao,Como,"FW,MF",18,1252,8,1,4.0,0.4,4.4,50,36,12,49,8,13,13,0,72,19,33,27,116
Gabriel Strefezza,Como,"FW,MF",27,2619,6,4,3.7,3.9,7.6,80,106,123,71,57,67,29,9,82,36,42,33,190
Lucas Da Cunha,Como,MF,23,2613,3,2,2.0,3.8,5.8,63,154,102,29,55,140,29,9,30,12,52,13,85
Maxence Caqueret,Como,MF,24,1087,2,3,0.8,1.5,2.4,15,76,16,11,19,67,17,1,33,14,17,1,46
Máximo Perrone,Como,MF,21,1857,0,3,0.9,2.2,3.1,16,98,4,13,30,97,16,0,8,3,18,1,19
Nicolás Paz,Como,"MF,FW",19,2687,6,8,9.3,6.0,14.5,77,163,41,33,54,116,38,2,135,69,62,16,171
Patrick Cutrone,Como,FW,26,2047,7,4,7.1,2.1,8.4,53,31,30,28,19,16,10,2,24,9,16,26,155
Sergi Roberto,Como,MF,32,696,0,1,0.7,0.7,1.4,10,36,6,14,15,28,6,0,10,3,13,2,19
Alberto Grassi,Empoli,MF,29,2203,1,0,1.0,0.8,1.9,18,74,10,34,7,65,7,0,12,5,12,1,24
Faustino Anjorin,Empoli,MF,22,1114,2,3,0.9,1.7,2.5,28,55,17,19,17,44,13,1,41,16,17,6,35
Jacopo Fazzini,Empoli,MF,21,1383,4,1,3.1,0.5,3.6,34,49,32,32,12,27,10,0,48,23,25,15,88
Liam Henderson,Empoli,MF,28,2337,0,4,0.7,3.9,4.5,18,108,98,23,33,93,22,11,11,6,17,4,54
Lorenzo Colombo,Empoli,"FW,MF",22,2233,5,2,5.9,2.9,8.0,27,48,10,41,21,25,12,2,50,24,28,10,116
Ola Solbakken,Empoli,"MF,FW",25,760,0,0,0.8,0.4,1.2,18,20,7,2,9,14,5,1,15,7,10,6,32
Sebastiano Esposito,Empoli,"FW,MF",22,2331,7,0,5.7,2.1,6.3,31,93,55,56,36,57,31,5,67,29,26,11,106
Youssef Maleh,Empoli,MF,25,1510,0,1,0.9,0.9,1.8,10,72,16,29,12,62,11,2,13,4,11,1,37
Albert Guðmundsson,Fiorentina,"FW,MF",27,1273,4,1,4.5,1.8,4.8,35,37,24,18,15,34,2,0,27,15,27,11,59
Amir Richardson,Fiorentina,MF,22,1099,1,1,0.9,0.6,1.5,19,47,5,19,8,46,6,1,19,11,20,2,31
Andrea Colpani,Fiorentina,"FW,MF",25,1450,2,1,2.7,1.3,3.9,37,57,33,24,17,19,15,1,27,12,35,13,129
Christian Kouamé,Fiorentina,"FW,MF",26,622,0,1,1.1,1.5,2.5,7,16,6,14,9,10,4,1,20,7,6,3,46
Danilo Cataldi,Fiorentina,MF,29,1728,3,0,1.1,0.8,1.9,18,90,21,22,15,83,10,3,10,3,22,1,16
Edoardo Bove,Fiorentina,"MF,FW",22,851,1,2,0.6,1.5,2.1,12,37,2,21,11,18,4,0,16,7,19,2,24
Lucas Beltrán,Fiorentina,"FW,MF",23,1953,3,4,5.4,3.0,6.1,23,64,7,49,29,38,17,3,30,15,18,7,94
Michael Folorunsho,Fiorentina,"FW,MF",26,650,0,0,1.1,0.6,1.7,13,21,21,23,3,13,6,2,18,9,5,5,33
Moise Kean,Fiorentina,FW,24,2704,18,3,19.4,1.9,19.7,42,26,9,52,19,15,10,1,101,44,28,32,143
Nicolò Fagioli,Fiorentina,MF,23,962,1,2,0.5,3.0,3.5,15,50,27,14,23,45,12,2,22,10,27,0,19
Riccardo Sottil,Fiorentina,"FW,MF",25,833,1,1,0.9,0.9,1.7,71,18,41,33,12,5,12,4,27,11,31,27,100
Rolando Mandragora,Fiorentina,MF,27,1931,3,3,2.7,4.8,6.6,11,92,40,39,31,69,16,7,14,7,16,0,34
Yacine Adli,Fiorentina,MF,24,1234,4,6,1.0,2.4,3.4,24,103,63,20,23,84,16,4,32,12,28,3,30
Andrea Pinamonti,Genoa,FW,25,2850,10,1,7.7,1.7,8.7,20,46,17,43,15,24,9,3,23,11,12,11,132
Fabio Miretti,Genoa,"MF,FW",20,1677,3,3,3.1,2.0,5.1,33,54,61,53,22,24,13,2,73,25,22,14,100
Jeff Ekhator,Genoa,"FW,MF",17,769,1,1,1.3,1.0,2.3,4,14,10,13,11,8,4,0,13,4,5,5,51
Junior Messias,Genoa,"MF,FW",33,847,1,1,2.4,0.7,2.1,32,32,22,21,8,23,8,2,44,10,26,5,49
Milan Badelj,Genoa,MF,35,1472,1,0,1.0,1.1,2.1,8,83,5,19,12,73,10,0,20,9,8,2,14
Morten Frendrup,Genoa,MF,23,3103,2,0,1.6,0.9,2.5,24,106,3,31,14,79,11,0,24,10,20,5,29
Morten Thorsby,Genoa,"MF,FW",28,1898,0,1,2.8,2.1,4.9,24,58,9,15,27,45,10,1,22,9,17,6,76
Patrizio Masini,Genoa,MF,23,1538,1,0,0.4,0.2,0.6,16,44,26,48,6,29,4,3,25,10,16,1,27
Vitinha,Genoa,"FW,MF",24,1328,2,3,1.6,3.3,5.0,38,19,45,25,16,12,10,7,68,22,27,16,71
Amin Sarr,Hellas Verona,FW,23,1907,4,1,3.2,2.1,5.4,31,41,7,20,22,26,16,2,33,14,13,11,103
Casper Tengstedt,Hellas Verona,FW,24,1517,5,1,5.3,0.9,5.4,29,29,10,9,12,11,8,1,27,9,14,13,85
Cheikh Tidiane Niasse,Hellas Verona,MF,24,755,0,0,0.4,0.1,0.5,5,25,2,14,4,16,2,0,7,1,2,1,15
Dailon Livramento,Hellas Verona,"FW,MF",23,940,1,1,1.8,0.9,2.7,23,13,18,6,8,9,3,1,25,6,11,9,67
Daniel Mosquera,Hellas Verona,FW,24,1375,5,1,6.6,1.3,7.9,17,25,2,17,12,21,4,0,25,16,15,9,83
Grigoris Kastanos,Hellas Verona,"MF,FW",26,872,1,1,1.0,1.7,2.7,12,34,23,19,12,30,7,1,15,0,10,1,27
Ondrej Duda,Hellas Verona,MF,29,2395,1,3,1.0,3.2,4.2,23,117,89,57,32,101,24,7,42,25,26,2,26
